********************************************************************************
product = WebSphere Application Server 20.0.0.8 (wlp-1.0.43.cl200820200721-1900)
wlp.install.dir = /opt/ibm/wlp/
server.output.dir = /opt/ibm/wlp/output/defaultServer/
java.home = /opt/ibm/java/jre
java.version = 1.8.0_251
java.runtime = Java(TM) SE Runtime Environment (8.0.6.11 - pxa6480sr6fp11-20200602_01(SR6 FP11))
os = Linux (4.19.76-linuxkit; amd64) (c.u_US)
process = 3576@172.17.0.2
********************************************************************************
[8/4/20 2:50:07:030 UTC] 00000001 com.ibm.ws.kernel.launch.internal.FrameworkManager           A CWWKE0001I: The server defaultServer has been launched.
[8/4/20 2:50:10:284 UTC] 0000002e org.jboss.weld.Version                                       I WELD-000900: 2.4.8 (Final)
[8/4/20 2:50:10:559 UTC] 0000002e com.ibm.ws.session.WASSessionCore                            I SESN8501I: The session manager did not find a persistent storage location; HttpSession objects will be stored in the local application server's memory.
[8/4/20 2:50:10:569 UTC] 0000002e com.ibm.ws.webcontainer.osgi.webapp.WebGroup                 I SRVE0169I: Loading Web Module: swat.
[8/4/20 2:50:10:571 UTC] 0000002e com.ibm.ws.webcontainer                                      I SRVE0250I: Web Module swat has been bound to default_host.
[8/4/20 2:50:10:572 UTC] 0000002e com.ibm.ws.http.internal.VirtualHostImpl                     A CWWKT0016I: Web application available (default_host): http://ab1cb7db26f3:9080/swat/
[8/4/20 2:50:10:685 UTC] 00000039 com.ibm.ws.session.WASSessionCore                            I SESN0176I: A new session context will be created for application key default_host/swat
[8/4/20 2:50:10:695 UTC] 00000039 com.ibm.ws.util                                              I SESN0172I: The session manager is using the Java default SecureRandom implementation for session ID generation.
[8/4/20 2:50:10:718 UTC] 00000037 com.ibm.ws.webcontainer.osgi.mbeans.PluginGenerator          I SRVE9103I: A configuration file for a web server plugin was automatically generated for this server at /opt/ibm/wlp/output/defaultServer/logs/state/plugin-cfg.xml.
[8/4/20 2:50:10:722 UTC] 0000004b com.ibm.ws.jca.cm.ConnectorService                           I J2CA8050I: An authentication alias should be used instead of defining a user name and password on dataSource[DefaultDataSource].
[8/4/20 2:50:10:796 UTC] 00000039 com.ibm.ws.cache.CacheServiceImpl                            I DYNA1056I: Dynamic Cache (object cache) initialized successfully.
[8/4/20 2:50:10:810 UTC] 0000004b com.ibm.ws.recoverylog.spi.RecoveryDirectorImpl              I CWRLS0010I: Performing recovery processing for local WebSphere server (defaultServer).
[8/4/20 2:50:10:846 UTC] 0000004b com.ibm.ws.recoverylog.spi.RecoveryDirectorImpl              I CWRLS0012I: All persistent services have been directed to perform recovery processing for this WebSphere server (defaultServer).
[8/4/20 2:50:10:846 UTC] 0000005e com.ibm.tx.jta.impl.RecoveryManager                          I WTRN0135I: Transaction service recovering no transactions.
[8/4/20 2:50:10:916 UTC] 0000004b SystemOut                                                    O [EL Info]: server: 2020-08-04 02:50:10.903--Detected server platform: org.eclipse.persistence.platform.server.was.WebSphere_Liberty_Platform.
[8/4/20 2:50:10:995 UTC] 00000039 com.ibm.ws.app.manager.AppMessageHelper                      A CWWKZ0001I: Application swat started in 0.936 seconds.
[8/4/20 2:50:12:158 UTC] 0000004b com.ibm.ws.ejbcontainer.osgi.internal.EJBRuntimeImpl         I CNTR4000I: The daytrader-ee7-ejb.jar EJB module in the daytrader application is starting.
[8/4/20 2:50:12:212 UTC] 0000004b com.ibm.ws.ejbcontainer.runtime.AbstractEJBRuntime           I CNTR0167I: The server is binding the com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBRemote interface of the TradeSLSBBean enterprise bean in the daytrader-ee7-ejb.jar module of the daytrader application.  The binding location is: java:global/daytrader-ee7/daytrader-ee7-ejb/TradeSLSBBean!com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBRemote
[8/4/20 2:50:12:214 UTC] 0000004b com.ibm.ws.ejbcontainer.runtime.AbstractEJBRuntime           I CNTR0167I: The server is binding the com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBLocal interface of the TradeSLSBBean enterprise bean in the daytrader-ee7-ejb.jar module of the daytrader application.  The binding location is: java:global/daytrader-ee7/daytrader-ee7-ejb/TradeSLSBBean!com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBLocal
[8/4/20 2:50:12:214 UTC] 0000004b com.ibm.ws.ejbcontainer.runtime.AbstractEJBRuntime           I CNTR0167I: The server is binding the com.ibm.websphere.samples.daytrader.ejb3.MarketSummarySingleton interface of the MarketSummarySingleton enterprise bean in the daytrader-ee7-ejb.jar module of the daytrader application.  The binding location is: java:global/daytrader-ee7/daytrader-ee7-ejb/MarketSummarySingleton!com.ibm.websphere.samples.daytrader.ejb3.MarketSummarySingleton
[8/4/20 2:50:12:215 UTC] 0000004b com.ibm.ws.ejbcontainer.runtime.AbstractEJBRuntime           I CNTR0180I: The DTBroker3MDB message-driven bean in the daytrader-ee7-ejb.jar module of the daytrader application is bound to the eis/TradeBrokerMDB activation specification.
[8/4/20 2:50:12:215 UTC] 0000004b com.ibm.ws.ejbcontainer.runtime.AbstractEJBRuntime           I CNTR0180I: The DTStreamer3MDB message-driven bean in the daytrader-ee7-ejb.jar module of the daytrader application is bound to the eis/TradeStreamerMDB activation specification.
[8/4/20 2:50:12:218 UTC] 0000004b com.ibm.ws.ejbcontainer.runtime.AbstractEJBRuntime           I CNTR0219I: The server created 0 persistent automatic timer or timers and 1 non-persistent automatic timer or timers for the daytrader-ee7-ejb.jar module.
[8/4/20 2:50:12:219 UTC] 0000004b com.ibm.ws.ejbcontainer.osgi.internal.EJBRuntimeImpl         I CNTR4001I: The daytrader-ee7-ejb.jar EJB module in the daytrader application has started successfully.
[8/4/20 2:50:12:222 UTC] 0000004b com.ibm.ws.ejbcontainer.osgi.internal.EJBRuntimeImpl         I CNTR4000I: The daytrader-ee7-web.war EJB module in the daytrader application is starting.
[8/4/20 2:50:12:222 UTC] 0000004b com.ibm.ws.ejbcontainer.runtime.AbstractEJBRuntime           I CNTR0167I: The server is binding the com.ibm.websphere.samples.daytrader.web.prims.PingEJBIFace interface of the PingEJBLocal enterprise bean in the daytrader-ee7-web.war module of the daytrader application.  The binding location is: java:global/daytrader-ee7/daytrader-ee7-web/PingEJBLocal!com.ibm.websphere.samples.daytrader.web.prims.PingEJBIFace
[8/4/20 2:50:12:222 UTC] 0000004b com.ibm.ws.ejbcontainer.osgi.internal.EJBRuntimeImpl         I CNTR4001I: The daytrader-ee7-web.war EJB module in the daytrader application has started successfully.
[8/4/20 2:50:12:224 UTC] 0000004b com.ibm.ws.webcontainer.osgi.webapp.WebGroup                 I SRVE0169I: Loading Web Module: DayTrader Web.
[8/4/20 2:50:12:224 UTC] 0000004b com.ibm.ws.webcontainer                                      I SRVE0250I: Web Module DayTrader Web has been bound to default_host.
[8/4/20 2:50:12:224 UTC] 0000004b com.ibm.ws.http.internal.VirtualHostImpl                     A CWWKT0016I: Web application available (default_host): http://ab1cb7db26f3:9080/daytrader/
[8/4/20 2:50:12:226 UTC] 00000038 com.ibm.ws.session.WASSessionCore                            I SESN0176I: A new session context will be created for application key default_host/daytrader
[8/4/20 2:50:12:226 UTC] 00000038 com.ibm.ws.util                                              I SESN0172I: The session manager is using the Java default SecureRandom implementation for session ID generation.
[8/4/20 2:50:12:244 UTC] 0000002f com.ibm.ws.webcontainer.osgi.mbeans.PluginGenerator          I SRVE9103I: A configuration file for a web server plugin was automatically generated for this server at /opt/ibm/wlp/output/defaultServer/logs/state/plugin-cfg.xml.
[8/4/20 2:50:12:288 UTC] 00000038 com.ibm.ws.wsoc.EndpointManager                              I CWWKH0046I: Adding a WebSocket ServerEndpoint with the following URI: /pingWebSocketJson
[8/4/20 2:50:12:289 UTC] 00000038 com.ibm.ws.wsoc.EndpointManager                              I CWWKH0046I: Adding a WebSocket ServerEndpoint with the following URI: /pingTextSync
[8/4/20 2:50:12:289 UTC] 00000038 com.ibm.ws.wsoc.EndpointManager                              I CWWKH0046I: Adding a WebSocket ServerEndpoint with the following URI: /marketsummary
[8/4/20 2:50:12:289 UTC] 00000038 com.ibm.ws.wsoc.EndpointManager                              I CWWKH0046I: Adding a WebSocket ServerEndpoint with the following URI: /pingBinary
[8/4/20 2:50:12:289 UTC] 00000038 com.ibm.ws.wsoc.EndpointManager                              I CWWKH0046I: Adding a WebSocket ServerEndpoint with the following URI: /pingTextAsync
[8/4/20 2:50:12:337 UTC] 00000038 org.apache.myfaces.config.DefaultFacesConfigurationProvider  I Reading standard config META-INF/standard-faces-config.xml
[8/4/20 2:50:12:420 UTC] 00000038 org.apache.myfaces.config.DefaultFacesConfigurationProvider  I Reading config /WEB-INF/faces-config.xml
[8/4/20 2:50:12:729 UTC] 00000038 org.apache.myfaces.spi.impl.DefaultInjectionProviderFactory  I Using InjectionProvider com.ibm.ws.jsf.spi.impl.WASCDIAnnotationDelegateInjectionProvider
[8/4/20 2:50:12:745 UTC] 00000038 org.apache.myfaces.util.ExternalSpecifications               I MyFaces CDI support enabled
[8/4/20 2:50:12:762 UTC] 00000038 org.apache.myfaces.util.ExternalSpecifications               I MyFaces Bean Validation support enabled
[8/4/20 2:50:12:809 UTC] 00000038 org.apache.myfaces.config.FacesConfigurator                  I Serialization provider : class org.apache.myfaces.shared_impl.util.serial.DefaultSerialFactory
[8/4/20 2:50:12:856 UTC] 00000038 org.apache.myfaces.webapp.AbstractFacesInitializer           I ServletContext initialized.
[8/4/20 2:50:12:857 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I Tomahawk jar not available. Autoscrolling, DetectJavascript, AddResourceClass and CheckExtensionsFilter are disabled now.
[8/4/20 2:50:12:857 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I Scanning for context init parameters not defined. It is not necessary to define them all into your web.xml, they are just provided here for informative purposes. To disable this messages set org.apache.myfaces.LOG_WEB_CONTEXT_PARAMS config param to 'false'
[8/4/20 2:50:12:857 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'javax.faces.RESOURCE_EXCLUDES' found, using default value '.class .jsp .jspx .properties .xhtml .groovy'.
[8/4/20 2:50:12:857 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'javax.faces.FULL_STATE_SAVING_VIEW_IDS' found.
[8/4/20 2:50:12:857 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'javax.faces.PARTIAL_STATE_SAVING' found, using default value 'true (false with 1.2 webapps)'.
[8/4/20 2:50:12:857 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'javax.faces.SERIALIZE_SERVER_STATE' found, using default value 'false'.
[8/4/20 2:50:12:857 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'javax.faces.FACELETS_SUFFIX' found, using default value '.xhtml'.
[8/4/20 2:50:12:858 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'javax.faces.FACELETS_VIEW_MAPPINGS' found.
[8/4/20 2:50:12:858 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'DISABLE_FACELET_JSF_VIEWHANDLER' found.
[8/4/20 2:50:12:858 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'javax.faces.FACELETS_BUFFER_SIZE' found, using default value '1024'.
[8/4/20 2:50:12:858 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'javax.faces.FACELETS_DECORATORS' found.
[8/4/20 2:50:12:858 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'javax.faces.FACELETS_LIBRARIES' found.
[8/4/20 2:50:12:858 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'javax.faces.FACELETS_REFRESH_PERIOD' found, using default value '-1'.
[8/4/20 2:50:12:858 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'javax.faces.FACELETS_SKIP_COMMENTS' found.
[8/4/20 2:50:12:858 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'javax.faces.HONOR_CURRENT_COMPONENT_ATTRIBUTES' found, using default value 'false'.
[8/4/20 2:50:12:858 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'javax.faces.VALIDATE_EMPTY_FIELDS' found, using default value 'auto'.
[8/4/20 2:50:12:858 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'javax.faces.INTERPRET_EMPTY_STRING_SUBMITTED_VALUES_AS_NULL' found, using default value 'false'.
[8/4/20 2:50:12:858 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'javax.faces.DATETIMECONVERTER_DEFAULT_TIMEZONE_IS_SYSTEM_TIMEZONE' found, using default value 'false'.
[8/4/20 2:50:12:859 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.ENUM_CONVERTER_ALLOW_STRING_PASSTROUGH' found, using default value 'false'.
[8/4/20 2:50:12:859 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'javax.faces.validator.DISABLE_DEFAULT_BEAN_VALIDATOR' found, using default value 'true'.
[8/4/20 2:50:12:859 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'javax.faces.CONFIG_FILES' found.
[8/4/20 2:50:12:859 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'javax.faces.LIFECYCLE_ID' found.
[8/4/20 2:50:12:859 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.ERROR_HANDLER' found.
[8/4/20 2:50:12:859 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.CHECKED_VIEWID_CACHE_SIZE' found, using default value '500'.
[8/4/20 2:50:12:859 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.CHECKED_VIEWID_CACHE_ENABLED' found, using default value 'true'.
[8/4/20 2:50:12:859 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.PRETTY_HTML' found, using default value 'true'.
[8/4/20 2:50:12:859 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.ALLOW_JAVASCRIPT' found, using default value 'true'.
[8/4/20 2:50:12:859 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.CONFIG_REFRESH_PERIOD' found, using default value '2'.
[8/4/20 2:50:12:859 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.VIEWSTATE_JAVASCRIPT' found, using default value 'false'.
[8/4/20 2:50:12:860 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.RENDER_VIEWSTATE_ID' found, using default value 'true'.
[8/4/20 2:50:12:860 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.STRICT_XHTML_LINKS' found, using default value 'true'.
[8/4/20 2:50:12:860 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.RENDER_CLEAR_JAVASCRIPT_FOR_BUTTON' found, using default value 'false'.
[8/4/20 2:50:12:860 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.RENDER_HIDDEN_FIELDS_FOR_LINK_PARAMS' found, using default value 'false'.
[8/4/20 2:50:12:860 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.SAVE_FORM_SUBMIT_LINK_IE' found, using default value 'false'.
[8/4/20 2:50:12:860 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.DELEGATE_FACES_SERVLET' found.
[8/4/20 2:50:12:860 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.REFRESH_TRANSIENT_BUILD_ON_PSS' found, using default value 'auto'.
[8/4/20 2:50:12:860 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.REFRESH_TRANSIENT_BUILD_ON_PSS_PRESERVE_STATE' found, using default value 'false'.
[8/4/20 2:50:12:860 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.VALIDATE_XML' found.
[8/4/20 2:50:12:861 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.WRAP_SCRIPT_CONTENT_WITH_XML_COMMENT_TAG' found, using default value 'false'.
[8/4/20 2:50:12:861 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.RENDER_FORM_SUBMIT_SCRIPT_INLINE' found, using default value 'false'.
[8/4/20 2:50:12:861 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.DEBUG_PHASE_LISTENER' found.
[8/4/20 2:50:12:861 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.STRICT_JSF_2_REFRESH_TARGET_AJAX' found, using default value 'false'.
[8/4/20 2:50:12:861 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.STRICT_JSF_2_CC_EL_RESOLVER' found, using default value 'false'.
[8/4/20 2:50:12:861 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.DEFAULT_RESPONSE_WRITER_CONTENT_TYPE_MODE' found, using default value 'text/html'.
[8/4/20 2:50:12:861 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.VIEW_UNIQUE_IDS_CACHE_ENABLED' found, using default value 'true'.
[8/4/20 2:50:12:861 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.COMPONENT_UNIQUE_IDS_CACHE_SIZE' found, using default value '100'.
[8/4/20 2:50:12:861 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.SUPPORT_JSP_AND_FACES_EL' found, using default value 'true'.
[8/4/20 2:50:12:861 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.GAE_JSF_JAR_FILES' found.
[8/4/20 2:50:12:862 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.GAE_JSF_ANNOTATIONS_JAR_FILES' found.
[8/4/20 2:50:12:862 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.STRICT_JSF_2_VIEW_NOT_FOUND' found, using default value 'false'.
[8/4/20 2:50:12:862 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.EARLY_FLUSH_ENABLED' found, using default value 'false'.
[8/4/20 2:50:12:862 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.CDI_MANAGED_CONVERTERS_ENABLED' found, using default value 'false'.
[8/4/20 2:50:12:862 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.CDI_MANAGED_VALIDATORS_ENABLED' found, using default value 'false'.
[8/4/20 2:50:12:862 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.STRICT_JSF_2_FACELETS_COMPATIBILITY' found, using default value 'false'.
[8/4/20 2:50:12:862 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.RENDER_FORM_VIEW_STATE_AT_BEGIN' found, using default value 'false'.
[8/4/20 2:50:12:862 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.FLASH_SCOPE_DISABLED' found, using default value 'false'.
[8/4/20 2:50:12:862 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.NUMBER_OF_VIEWS_IN_SESSION' found, using default value '20'.
[8/4/20 2:50:12:862 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.NUMBER_OF_SEQUENTIAL_VIEWS_IN_SESSION' found, using default value '4'.
[8/4/20 2:50:12:863 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.NUMBER_OF_FLASH_TOKENS_IN_SESSION' found.
[8/4/20 2:50:12:863 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.FACES_FLOW_CLIENT_WINDOW_IDS_IN_SESSION' found.
[8/4/20 2:50:12:863 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.RESOURCE_MAX_TIME_EXPIRES' found, using default value '604800000'.
[8/4/20 2:50:12:863 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.RESOURCE_HANDLER_CACHE_SIZE' found, using default value '500'.
[8/4/20 2:50:12:863 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.RESOURCE_HANDLER_CACHE_ENABLED' found, using default value 'true'.
[8/4/20 2:50:12:863 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.USE_ENCRYPTION' found, using default value 'true'.
[8/4/20 2:50:12:863 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.SECRET' found.
[8/4/20 2:50:12:863 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.ALGORITHM' found, using default value 'DES'.
[8/4/20 2:50:12:863 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.SECRET.CACHE' found.
[8/4/20 2:50:12:864 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.ALGORITHM.IV' found.
[8/4/20 2:50:12:864 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.ALGORITHM.PARAMETERS' found, using default value 'ECB/PKCS5Padding'.
[8/4/20 2:50:12:864 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.SERIAL_FACTORY' found.
[8/4/20 2:50:12:864 UTC] 00000038 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.COMPRESS_STATE_IN_CLIENT' found, using default value 'false'.
